order,prefecture,city,kana_prefecture,kana_municipality
223441,静岡県,小山町,シズオカケン,オヤマチョウ
224243,静岡県,吉田町,シズオカケン,ヨシダチョウ
224294,静岡県,川根本町,シズオカケン,カワネホンチョウ
224618,静岡県,森町,シズオカケン,モリマチ
230006,愛知県,,アイチケン,
231002,愛知県,名古屋市,アイチケン,ナゴヤシ
232017,愛知県,豊橋市,アイチケン,トヨハシシ
232025,愛知県,岡崎市,アイチケン,オカザキシ
232033,愛知県,一宮市,アイチケン,イチノミヤシ
232041,愛知県,瀬戸市,アイチケン,セトシ
232050,愛知県,半田市,アイチケン,ハンダシ
232068,愛知県,春日井市,アイチケン,カスガイシ
232076,愛知県,豊川市,アイチケン,トヨカワシ
232084,愛知県,津島市,アイチケン,ツシマシ
232092,愛知県,碧南市,アイチケン,ヘキナンシ
232106,愛知県,刈谷市,アイチケン,カリヤシ
232114,愛知県,豊田市,アイチケン,トヨタシ
232122,愛知県,安城市,アイチケン,アンジョウシ
232131,愛知県,西尾市,アイチケン,ニシオシ
232149,愛知県,蒲郡市,アイチケン,ガマゴオリシ
232157,愛知県,犬山市,アイチケン,イヌヤマシ
232165,愛知県,常滑市,アイチケン,トコナメシ
232173,愛知県,江南市,アイチケン,コウナンシ
232190,愛知県,小牧市,アイチケン,コマキシ
232203,愛知県,稲沢市,アイチケン,イナザワシ
232211,愛知県,新城市,アイチケン,シンシロシ
232220,愛知県,東海市,アイチケン,トウカイシ
232238,愛知県,大府市,アイチケン,オオブシ
232246,愛知県,知多市,アイチケン,チタシ
232254,愛知県,知立市,アイチケン,チリュウシ
232262,愛知県,尾張旭市,アイチケン,オワリアサヒシ
232271,愛知県,高浜市,アイチケン,タカハマシ
232289,愛知県,岩倉市,アイチケン,イワクラシ
232297,愛知県,豊明市,アイチケン,トヨアケシ
232301,愛知県,日進市,アイチケン,ニッシンシ
232319,愛知県,田原市,アイチケン,タハラシ
232327,愛知県,愛西市,アイチケン,アイサイシ
232335,愛知県,清須市,アイチケン,キヨスシ
232343,愛知県,北名古屋市,アイチケン,キタナゴヤシ
232351,愛知県,弥富市,アイチケン,ヤトミシ
232360,愛知県,みよし市,アイチケン,ミヨシシ
232378,愛知県,あま市,アイチケン,アマシ
232386,愛知県,長久手市,アイチケン,ナガクテシ
233021,愛知県,東郷町,アイチケン,トウゴウチョウ
233421,愛知県,豊山町,アイチケン,トヨヤマチョウ
233617,愛知県,大口町,アイチケン,オオグチチョウ
233625,愛知県,扶桑町,アイチケン,フソウチョウ
234249,愛知県,大治町,アイチケン,オオハルチョウ
234257,愛知県,蟹江町,アイチケン,カニエチョウ
234273,愛知県,飛島村,アイチケン,トビシマムラ
234419,愛知県,阿久比町,アイチケン,アグイチョウ
234427,愛知県,東浦町,アイチケン,ヒガシウラチョウ
234451,愛知県,南知多町,アイチケン,ミナミチタチョウ
234460,愛知県,美浜町,アイチケン,ミハマチョウ
234478,愛知県,武豊町,アイチケン,タケトヨチョウ
235016,愛知県,幸田町,アイチケン,コウタチョウ
235610,愛知県,設楽町,アイチケン,シタラチョウ
235628,愛知県,東栄町,アイチケン,トウエイチョウ
235636,愛知県,豊根村,アイチケン,トヨネムラ
240001,三重県,,ミエケン,
242012,三重県,津市,ミエケン,ツシ
242021,三重県,四日市市,ミエケン,ヨッカイチシ
242039,三重県,伊勢市,ミエケン,イセシ
242047,三重県,松阪市,ミエケン,マツサカシ
242055,三重県,桑名市,ミエケン,クワナシ
242071,三重県,鈴鹿市,ミエケン,スズカシ
242080,三重県,名張市,ミエケン,ナバリシ
242098,三重県,尾鷲市,ミエケン,オワセシ
242101,三重県,亀山市,ミエケン,カメヤマシ
242110,三重県,鳥羽市,ミエケン,トバシ
242128,三重県,熊野市,ミエケン,クマノシ
242144,三重県,いなべ市,ミエケン,イナベシ
242152,三重県,志摩市,ミエケン,シマシ
242161,三重県,伊賀市,ミエケン,イガシ
243035,三重県,木曽岬町,ミエケン,キソサキチョウ
243248,三重県,東員町,ミエケン,トウインチョウ
243418,三重県,菰野町,ミエケン,コモノチョウ
243434,三重県,朝日町,ミエケン,アサヒチョウ
243442,三重県,川越町,ミエケン,カワゴエチョウ
244414,三重県,多気町,ミエケン,タキチョウ
244422,三重県,明和町,ミエケン,メイワチョウ
244431,三重県,大台町,ミエケン,オオダイチョウ
244619,三重県,玉城町,ミエケン,タマキチョウ
244708,三重県,度会町,ミエケン,ワタライチョウ
244716,三重県,大紀町,ミエケン,タイキチョウ
244724,三重県,南伊勢町,ミエケン,ミナミイセチョウ
245437,三重県,紀北町,ミエケン,キホクチョウ
245615,三重県,御浜町,ミエケン,ミハマチョウ
245623,三重県,紀宝町,ミエケン,キホウチョウ
250007,滋賀県,,シガケン,
252018,滋賀県,大津市,シガケン,オオツシ
252026,滋賀県,彦根市,シガケン,ヒコネシ
252034,滋賀県,長浜市,シガケン,ナガハマシ
252042,滋賀県,近江八幡市,シガケン,オウミハチマンシ
252069,滋賀県,草津市,シガケン,クサツシ
252077,滋賀県,守山市,シガケン,モリヤマシ
252085,滋賀県,栗東市,シガケン,リットウシ
252093,滋賀県,甲賀市,シガケン,コウカシ
252107,滋賀県,野洲市,シガケン,ヤスシ
252115,滋賀県,湖南市,シガケン,コナンシ
252123,滋賀県,高島市,シガケン,タカシマシ
252131,滋賀県,東近江市,シガケン,ヒガシオウミシ
252140,滋賀県,米原市,シガケン,マイバラシ
253839,滋賀県,日野町,シガケン,ヒノチョウ
253847,滋賀県,竜王町,シガケン,リユウオウチョウ
254258,滋賀県,愛荘町,シガケン,アイショウチョウ
254410,滋賀県,豊郷町,シガケン,トヨサトチョウ
254428,滋賀県,甲良町,シガケン,コウラチョウ
254436,滋賀県,多賀町,シガケン,タガチョウ
260002,京都府,,キョウトフ,
261009,京都府,京都市,キョウトフ,キョウトシ
262013,京都府,福知山市,キョウトフ,フクチヤマシ
262021,京都府,舞鶴市,キョウトフ,マイヅルシ
262030,京都府,綾部市,キョウトフ,アヤベシ
262048,京都府,宇治市,キョウトフ,ウジシ
262056,京都府,宮津市,キョウトフ,ミヤヅシ
262064,京都府,亀岡市,キョウトフ,カメオカシ
262072,京都府,城陽市,キョウトフ,ジョウヨウシ
262081,京都府,向日市,キョウトフ,ムコウシ
262099,京都府,長岡京市,キョウトフ,ナガオカキョウシ
262102,京都府,八幡市,キョウトフ,ヤワタシ
262111,京都府,京田辺市,キョウトフ,キョウタナベシ
262129,京都府,京丹後市,キョウトフ,キョウタンゴシ
262137,京都府,南丹市,キョウトフ,ナンタンシ
262145,京都府,木津川市,キョウトフ,キヅガワシ
263036,京都府,大山崎町,キョウトフ,オオヤマザキチョウ
263222,京都府,久御山町,キョウトフ,クミヤマチョウ
263435,京都府,井手町,キョウトフ,イデチョウ
263443,京都府,宇治田原町,キョウトフ,ウジタワラチョウ
263648,京都府,笠置町,キョウトフ,カサギチョウ
263656,京都府,和束町,キョウトフ,ワヅカチョウ
263664,京都府,精華町,キョウトフ,セイカチョウ
263672,京都府,南山城村,キョウトフ,ミナミヤマシロムラ
264075,京都府,京丹波町,キョウトフ,キョウタンバチョウ
264636,京都府,伊根町,キョウトフ,イネチョウ
264652,京都府,与謝野町,キョウトフ,ヨサノチョウ
270008,大阪府,,オオサカフ,
271004,大阪府,大阪市,オオサカフ,オオサカシ
271403,大阪府,堺市,オオサカフ,サカイシ
272027,大阪府,岸和田市,オオサカフ,キシワダシ
272035,大阪府,豊中市,オオサカフ,トヨナカシ
272043,大阪府,池田市,オオサカフ,イケダシ
272051,大阪府,吹田市,オオサカフ,スイタシ
272060,大阪府,泉大津市,オオサカフ,イズミオオツシ
272078,大阪府,高槻市,オオサカフ,タカツキシ
272086,大阪府,貝塚市,オオサカフ,カイヅカシ
272094,大阪府,守口市,オオサカフ,モリグチシ
272108,大阪府,枚方市,オオサカフ,ヒラカタシ
272116,大阪府,茨木市,オオサカフ,イバラキシ
272124,大阪府,八尾市,オオサカフ,ヤオシ
272132,大阪府,泉佐野市,オオサカフ,イズミサノシ
272141,大阪府,富田林市,オオサカフ,トンダバヤシシ
272159,大阪府,寝屋川市,オオサカフ,ネヤガワシ
272167,大阪府,河内長野市,オオサカフ,カワチナガノシ
272175,大阪府,松原市,オオサカフ,マツバラシ
272183,大阪府,大東市,オオサカフ,ダイトウシ
272191,大阪府,和泉市,オオサカフ,イズミシ
272205,大阪府,箕面市,オオサカフ,ミノオシ
272213,大阪府,柏原市,オオサカフ,カシワラシ
272221,大阪府,羽曳野市,オオサカフ,ハビキノシ
272230,大阪府,門真市,オオサカフ,カドマシ
272248,大阪府,摂津市,オオサカフ,セッツシ
272256,大阪府,高石市,オオサカフ,タカイシシ
272264,大阪府,藤井寺市,オオサカフ,フジイデラシ
272272,大阪府,東大阪市,オオサカフ,ヒガシオオサカシ
272281,大阪府,泉南市,オオサカフ,センナンシ
272299,大阪府,四條畷市,オオサカフ,シジヨウナワテシ
272302,大阪府,交野市,オオサカフ,カタノシ
272311,大阪府,大阪狭山市,オオサカフ,オオサカサヤマシ
272329,大阪府,阪南市,オオサカフ,ハンナンシ
273015,大阪府,島本町,オオサカフ,シマモトチョウ
273210,大阪府,豊能町,オオサカフ,トヨノチョウ
273228,大阪府,能勢町,オオサカフ,ノセチョウ
273414,大阪府,忠岡町,オオサカフ,タダオカチョウ
273619,大阪府,熊取町,オオサカフ,クマトリチョウ
273627,大阪府,田尻町,オオサカフ,タジリチョウ
273660,大阪府,岬町,オオサカフ,ミサキチョウ
273813,大阪府,太子町,オオサカフ,タイシチョウ
273821,大阪府,河南町,オオサカフ,カナンチョウ
273830,大阪府,千早赤阪村,オオサカフ,チハヤアカサカムラ
280003,兵庫県,,ヒョウゴケン,
281000,兵庫県,神戸市,ヒョウゴケン,コウベシ
282014,兵庫県,姫路市,ヒョウゴケン,ヒメジシ
282022,兵庫県,尼崎市,ヒョウゴケン,アマガサキシ
282031,兵庫県,明石市,ヒョウゴケン,アカシシ
282049,兵庫県,西宮市,ヒョウゴケン,ニシノミヤシ
282057,兵庫県,洲本市,ヒョウゴケン,スモトシ
282065,兵庫県,芦屋市,ヒョウゴケン,アシヤシ
282073,兵庫県,伊丹市,ヒョウゴケン,イタミシ
282081,兵庫県,相生市,ヒョウゴケン,アイオイシ
282090,兵庫県,豊岡市,ヒョウゴケン,トヨオカシ
282103,兵庫県,加古川市,ヒョウゴケン,カコガワシ
282120,兵庫県,赤穂市,ヒョウゴケン,アコウシ
282138,兵庫県,西脇市,ヒョウゴケン,ニシワキシ
282146,兵庫県,宝塚市,ヒョウゴケン,タカラヅカシ
282154,兵庫県,三木市,ヒョウゴケン,ミキシ
282162,兵庫県,高砂市,ヒョウゴケン,タカサゴシ
282171,兵庫県,川西市,ヒョウゴケン,カワニシシ
282189,兵庫県,小野市,ヒョウゴケン,オノシ
282197,兵庫県,三田市,ヒョウゴケン,サンダシ
282201,兵庫県,加西市,ヒョウゴケン,カサイシ
282219,兵庫県,篠山市,ヒョウゴケン,ササヤマシ
282227,兵庫県,養父市,ヒョウゴケン,ヤブシ
282235,兵庫県,丹波市,ヒョウゴケン,タンバシ
282243,兵庫県,南あわじ市,ヒョウゴケン,ミナミアワジシ
282251,兵庫県,朝来市,ヒョウゴケン,アサゴシ
282260,兵庫県,淡路市,ヒョウゴケン,アワジシ
282278,兵庫県,宍粟市,ヒョウゴケン,シソウシ
282286,兵庫県,加東市,ヒョウゴケン,カトウシ
282294,兵庫県,たつの市,ヒョウゴケン,タツノシ
283011,兵庫県,猪名川町,ヒョウゴケン,イナガワチョウ
283657,兵庫県,多可町,ヒョウゴケン,タカチョウ
283819,兵庫県,稲美町,ヒョウゴケン,イナミチョウ
283827,兵庫県,播磨町,ヒョウゴケン,ハリマチョウ
284424,兵庫県,市川町,ヒョウゴケン,イチカワチョウ
284432,兵庫県,福崎町,ヒョウゴケン,フクサキチョウ
284467,兵庫県,神河町,ヒョウゴケン,カミカワチョウ
284645,兵庫県,太子町,ヒョウゴケン,タイシチョウ
284815,兵庫県,上郡町,ヒョウゴケン,カミゴオリチョウ
285013,兵庫県,佐用町,ヒョウゴケン,サヨウチョウ
285854,兵庫県,香美町,ヒョウゴケン,カミチョウ
285862,兵庫県,新温泉町,ヒョウゴケン,シンオンセンチョウ
290009,奈良県,,ナラケン,
292010,奈良県,奈良市,ナラケン,ナラシ
292028,奈良県,大和高田市,ナラケン,ヤマトタカダシ
292036,奈良県,大和郡山市,ナラケン,ヤマトコオリヤマシ
292044,奈良県,天理市,ナラケン,テンリシ
292052,奈良県,橿原市,ナラケン,カシハラシ
292061,奈良県,桜井市,ナラケン,サクライシ
292079,奈良県,五條市,ナラケン,ゴジョウシ
292087,奈良県,御所市,ナラケン,ゴセシ
292095,奈良県,生駒市,ナラケン,イコマシ
292109,奈良県,香芝市,ナラケン,カシバシ
292117,奈良県,葛城市,ナラケン,カツラギシ
292125,奈良県,宇陀市,ナラケン,ウダシ
293229,奈良県,山添村,ナラケン,ヤマゾエムラ
293423,奈良県,平群町,ナラケン,ヘグリチョウ
293431,奈良県,三郷町,ナラケン,サンゴウチョウ
293440,奈良県,斑鳩町,ナラケン,イカルガチョウ
293458,奈良県,安堵町,ナラケン,アンドチョウ
293610,奈良県,川西町,ナラケン,カワニシチョウ
293628,奈良県,三宅町,ナラケン,ミヤケチョウ
293636,奈良県,田原本町,ナラケン,タワラモトチョウ
293857,奈良県,曽爾村,ナラケン,ソニムラ
293865,奈良県,御杖村,ナラケン,ミツエムラ
294012,奈良県,高取町,ナラケン,タカトリチョウ
294021,奈良県,明日香村,ナラケン,アスカムラ
294241,奈良県,上牧町,ナラケン,カンマキチョウ
294250,奈良県,王寺町,ナラケン,オウジチョウ
294268,奈良県,広陵町,ナラケン,コウリヨウチョウ
294276,奈良県,河合町,ナラケン,カワイチョウ
294411,奈良県,吉野町,ナラケン,ヨシノチョウ
294420,奈良県,大淀町,ナラケン,オオヨドチョウ
294438,奈良県,下市町,ナラケン,シモイチチョウ
294446,奈良県,黒滝村,ナラケン,クロタキムラ
294462,奈良県,天川村,ナラケン,テンカワムラ
294471,奈良県,野迫川村,ナラケン,ノセガワムラ
294497,奈良県,十津川村,ナラケン,トツカワムラ
294501,奈良県,下北山村,ナラケン,シモキタヤマムラ
294519,奈良県,上北山村,ナラケン,カミキタヤマムラ
294527,奈良県,川上村,ナラケン,カワカミムラ
294535,奈良県,東吉野村,ナラケン,ヒガシヨシノムラ
300004,和歌山県,,ワカヤマケン,
302015,和歌山県,和歌山市,ワカヤマケン,ワカヤマシ
302023,和歌山県,海南市,ワカヤマケン,カイナンシ
302031,和歌山県,橋本市,ワカヤマケン,ハシモトシ
302040,和歌山県,有田市,ワカヤマケン,アリダシ
302058,和歌山県,御坊市,ワカヤマケン,ゴボウシ
302066,和歌山県,田辺市,ワカヤマケン,タナベシ
302074,和歌山県,新宮市,ワカヤマケン,シングウシ
302082,和歌山県,紀の川市,ワカヤマケン,キノカワシ
302091,和歌山県,岩出市,ワカヤマケン,イワデシ
303046,和歌山県,紀美野町,ワカヤマケン,キミノチョウ
303411,和歌山県,かつらぎ町,ワカヤマケン,カツラギチョウ
303437,和歌山県,九度山町,ワカヤマケン,クドヤマチョウ
303445,和歌山県,高野町,ワカヤマケン,コウヤチョウ
303615,和歌山県,湯浅町,ワカヤマケン,ユアサチョウ
303623,和歌山県,広川町,ワカヤマケン,ヒロガワチョウ
303666,和歌山県,有田川町,ワカヤマケン,アリダガワチョウ
303810,和歌山県,美浜町,ワカヤマケン,ミハマチョウ
303828,和歌山県,日高町,ワカヤマケン,ヒダカチョウ
303836,和歌山県,由良町,ワカヤマケン,ユラチョウ
303909,和歌山県,印南町,ワカヤマケン,イナミチョウ
303917,和歌山県,みなべ町,ワカヤマケン,ミナベチョウ
303925,和歌山県,日高川町,ワカヤマケン,ヒダカガワチョウ
304018,和歌山県,白浜町,ワカヤマケン,シラハマチョウ
304042,和歌山県,上富田町,ワカヤマケン,カミトンダチョウ
304069,和歌山県,すさみ町,ワカヤマケン,スサミチョウ
304212,和歌山県,那智勝浦町,ワカヤマケン,ナチカツウラチョウ
304221,和歌山県,太地町,ワカヤマケン,タイジチョウ
304247,和歌山県,古座川町,ワカヤマケン,コザガワチョウ
304271,和歌山県,北山村,ワカヤマケン,キタヤマムラ
304280,和歌山県,串本町,ワカヤマケン,クシモトチョウ
310000,鳥取県,,トットリケン,
312011,鳥取県,鳥取市,トットリケン,トットリシ
312029,鳥取県,米子市,トットリケン,ヨナゴシ
312037,鳥取県,倉吉市,トットリケン,クラヨシシ
312045,鳥取県,境港市,トットリケン,サカイミナトシ
313025,鳥取県,岩美町,トットリケン,イワミチョウ
313254,鳥取県,若桜町,トットリケン,ワカサチョウ
313289,鳥取県,智頭町,トットリケン,チヅチョウ
313297,鳥取県,八頭町,トットリケン,ヤズチョウ
313645,鳥取県,三朝町,トットリケン,ミササチョウ
313700,鳥取県,湯梨浜町,トットリケン,ユリハマチョウ
313718,鳥取県,琴浦町,トットリケン,コトウラチョウ
313726,鳥取県,北栄町,トットリケン,ホクエイチョウ
313840,鳥取県,日吉津村,トットリケン,ヒエヅソン
313866,鳥取県,大山町,トットリケン,ダイセンチョウ
313891,鳥取県,南部町,トットリケン,ナンブチョウ
313904,鳥取県,伯耆町,トットリケン,ホウキチョウ
314013,鳥取県,日南町,トットリケン,ニチナンチョウ
314021,鳥取県,日野町,トットリケン,ヒノチョウ
314030,鳥取県,江府町,トットリケン,コウフチョウ
320005,島根県,,シマネケン,
322016,島根県,松江市,シマネケン,マツエシ
322024,島根県,浜田市,シマネケン,ハマダシ
322032,島根県,出雲市,シマネケン,イズモシ
322041,島根県,益田市,シマネケン,マスダシ
322059,島根県,大田市,シマネケン,オオダシ
322067,島根県,安来市,シマネケン,ヤスギシ
322075,島根県,江津市,シマネケン,ゴウツシ
322091,島根県,雲南市,シマネケン,ウンナンシ
323438,島根県,奥出雲町,シマネケン,オクイズモチョウ
323861,島根県,飯南町,シマネケン,イイナンチョウ
324418,島根県,川本町,シマネケン,カワモトマチ
324485,島根県,美郷町,シマネケン,ミサトチョウ
324493,島根県,邑南町,シマネケン,オオナンチョウ
325015,島根県,津和野町,シマネケン,ツワノチョウ
325058,島根県,吉賀町,シマネケン,ヨシカチョウ
325252,島根県,海士町,シマネケン,アマチョウ
325261,島根県,西ノ島町,シマネケン,ニシノシマチョウ
325279,島根県,知夫村,シマネケン,チブムラ
325287,島根県,隠岐の島町,シマネケン,オキノシマチョウ
330001,岡山県,,オカヤマケン,
331007,岡山県,岡山市,オカヤマケン,オカヤマシ
332020,岡山県,倉敷市,オカヤマケン,クラシキシ
332038,岡山県,津山市,オカヤマケン,ツヤマシ
332046,岡山県,玉野市,オカヤマケン,タマノシ
332054,岡山県,笠岡市,オカヤマケン,カサオカシ
332071,岡山県,井原市,オカヤマケン,イバラシ
332089,岡山県,総社市,オカヤマケン,ソウジヤシ
332097,岡山県,高梁市,オカヤマケン,タカハシシ
332101,岡山県,新見市,オカヤマケン,ニイミシ
332119,岡山県,備前市,オカヤマケン,ビゼンシ
332127,岡山県,瀬戸内市,オカヤマケン,セトウチシ
332135,岡山県,赤磐市,オカヤマケン,アカイワシ
332143,岡山県,真庭市,オカヤマケン,マニワシ
332151,岡山県,美作市,オカヤマケン,ミマサカシ
332160,岡山県,浅口市,オカヤマケン,アサクチシ
333468,岡山県,和気町,オカヤマケン,ワケチョウ
334235,岡山県,早島町,オカヤマケン,ハヤシマチョウ
334456,岡山県,里庄町,オカヤマケン,サトショウチョウ
334618,岡山県,矢掛町,オカヤマケン,ヤカゲチョウ
335860,岡山県,新庄村,オカヤマケン,シンジヨウソン
336068,岡山県,鏡野町,オカヤマケン,カガミノチョウ
336220,岡山県,勝央町,オカヤマケン,ショウオウチョウ
336238,岡山県,奈義町,オカヤマケン,ナギチョウ
336432,岡山県,西粟倉村,オカヤマケン,ニシアワクラソン
336637,岡山県,久米南町,オカヤマケン,クメナンチョウ
336661,岡山県,美咲町,オカヤマケン,ミサキチョウ
336815,岡山県,吉備中央町,オカヤマケン,キビチュウオウチョウ
340006,広島県,,ヒロシマケン,
341002,広島県,広島市,ヒロシマケン,ヒロシマシ
342025,広島県,呉市,ヒロシマケン,クレシ
342033,広島県,竹原市,ヒロシマケン,タケハラシ
342041,広島県,三原市,ヒロシマケン,ミハラシ
342050,広島県,尾道市,ヒロシマケン,オノミチシ
342076,広島県,福山市,ヒロシマケン,フクヤマシ
342084,広島県,府中市,ヒロシマケン,フチュウシ
342092,広島県,三次市,ヒロシマケン,ミヨシシ
342106,広島県,庄原市,ヒロシマケン,ショウバラシ
342114,広島県,大竹市,ヒロシマケン,オオタケシ
342122,広島県,東広島市,ヒロシマケン,ヒガシヒロシマシ
342131,広島県,廿日市市,ヒロシマケン,ハツカイチシ
342149,広島県,安芸高田市,ヒロシマケン,アキタカタシ
342157,広島県,江田島市,ヒロシマケン,エタジマシ
343021,広島県,府中町,ヒロシマケン,フチュウチョウ
343048,広島県,海田町,ヒロシマケン,カイタチョウ
343072,広島県,熊野町,ヒロシマケン,クマノチョウ
343099,広島県,坂町,ヒロシマケン,サカチョウ
343684,広島県,安芸太田町,ヒロシマケン,アキオオタチョウ
343692,広島県,北広島町,ヒロシマケン,キタヒロシマチョウ
344311,広島県,大崎上島町,ヒロシマケン,オオサキカミジマチョウ
344621,広島県,世羅町,ヒロシマケン,セラチョウ
345458,広島県,神石高原町,ヒロシマケン,ジンセキコウゲンチョウ
350001,山口県,,ヤマグチケン,
352012,山口県,下関市,ヤマグチケン,シモノセキシ
352021,山口県,宇部市,ヤマグチケン,ウベシ
352039,山口県,山口市,ヤマグチケン,ヤマグチシ
352047,山口県,萩市,ヤマグチケン,ハギシ
352063,山口県,防府市,ヤマグチケン,ホウフシ
352071,山口県,下松市,ヤマグチケン,クダマツシ
352080,山口県,岩国市,ヤマグチケン,イワクニシ
352101,山口県,光市,ヤマグチケン,ヒカリシ
352110,山口県,長門市,ヤマグチケン,ナガトシ
352128,山口県,柳井市,ヤマグチケン,ヤナイシ
352136,山口県,美祢市,ヤマグチケン,ミネシ
352152,山口県,周南市,ヤマグチケン,シュウナンシ
352161,山口県,山陽小野田市,ヤマグチケン,サンヨウオノダシ
353051,山口県,周防大島町,ヤマグチケン,スオウオオシマチョウ
353213,山口県,和木町,ヤマグチケン,ワキチョウ
353418,山口県,上関町,ヤマグチケン,カミノセキチョウ
353434,山口県,田布施町,ヤマグチケン,タブセチョウ
353442,山口県,平生町,ヤマグチケン,ヒラオチョウ
355020,山口県,阿武町,ヤマグチケン,アブチョウ
360007,徳島県,,トクシマケン,
362018,徳島県,徳島市,トクシマケン,トクシマシ
362026,徳島県,鳴門市,トクシマケン,ナルトシ
362034,徳島県,小松島市,トクシマケン,コマツシマシ
362042,徳島県,阿南市,トクシマケン,アナンシ
362051,徳島県,吉野川市,トクシマケン,ヨシノガワシ
362069,徳島県,阿波市,トクシマケン,アワシ
362077,徳島県,美馬市,トクシマケン,ミマシ
362085,徳島県,三好市,トクシマケン,ミヨシシ
363014,徳島県,勝浦町,トクシマケン,カツウラチョウ
363022,徳島県,上勝町,トクシマケン,カミカツチョウ
363219,徳島県,佐那河内村,トクシマケン,サナゴウチソン
363413,徳島県,石井町,トクシマケン,イシイチョウ
363421,徳島県,神山町,トクシマケン,カミヤマチョウ
363685,徳島県,那賀町,トクシマケン,ナカチョウ
363839,徳島県,牟岐町,トクシマケン,ムギチョウ
363871,徳島県,美波町,トクシマケン,ミナミチョウ
363880,徳島県,海陽町,トクシマケン,カイヨウチョウ
364011,徳島県,松茂町,トクシマケン,マツシゲチョウ
364029,徳島県,北島町,トクシマケン,キタジマチョウ
364037,徳島県,藍住町,トクシマケン,アイズミチョウ
364045,徳島県,板野町,トクシマケン,イタノチョウ
364053,徳島県,上板町,トクシマケン,カミイタチョウ
364681,徳島県,つるぎ町,トクシマケン,ツルギチョウ
364894,徳島県,東みよし町,トクシマケン,ヒガシミヨシチョウ
370002,香川県,,カガワケン,
372013,香川県,高松市,カガワケン,タカマツシ
372021,香川県,丸亀市,カガワケン,マルガメシ
372030,香川県,坂出市,カガワケン,サカイデシ
372048,香川県,善通寺市,カガワケン,ゼンツウジシ
372056,香川県,観音寺市,カガワケン,カンオンジシ
372064,香川県,さぬき市,カガワケン,サヌキシ
372072,香川県,東かがわ市,カガワケン,ヒガシカガワシ
372081,香川県,三豊市,カガワケン,ミトヨシ
373222,香川県,土庄町,カガワケン,トノショウチョウ
373249,香川県,小豆島町,カガワケン,ショウドシマチョウ
373419,香川県,三木町,カガワケン,ミキチョウ
373648,香川県,直島町,カガワケン,ナオシマチョウ
373869,香川県,宇多津町,カガワケン,ウタヅチョウ
373877,香川県,綾川町,カガワケン,アヤガワチョウ
374032,香川県,琴平町,カガワケン,コトヒラチョウ
374041,香川県,多度津町,カガワケン,タドツチョウ
374067,香川県,まんのう町,カガワケン,マンノウチョウ
380008,愛媛県,,エヒメケン,
382019,愛媛県,松山市,エヒメケン,マツヤマシ
382027,愛媛県,今治市,エヒメケン,イマバリシ
382035,愛媛県,宇和島市,エヒメケン,ウワジマシ
382043,愛媛県,八幡浜市,エヒメケン,ヤワタハマシ
382051,愛媛県,新居浜市,エヒメケン,ニイハマシ
382060,愛媛県,西条市,エヒメケン,サイジョウシ
382078,愛媛県,大洲市,エヒメケン,オオズシ
382108,愛媛県,伊予市,エヒメケン,イヨシ
382132,愛媛県,四国中央市,エヒメケン,シコクチュウオウシ
382141,愛媛県,西予市,エヒメケン,セイヨシ
382159,愛媛県,東温市,エヒメケン,トウオンシ
383562,愛媛県,上島町,エヒメケン,カミジマチョウ
383864,愛媛県,久万高原町,エヒメケン,クマコウゲンチョウ
384011,愛媛県,松前町,エヒメケン,マサキチョウ
384020,愛媛県,砥部町,エヒメケン,トベチョウ
384224,愛媛県,内子町,エヒメケン,ウチコチョウ
384429,愛媛県,伊方町,エヒメケン,イカタチョウ
384844,愛媛県,松野町,エヒメケン,マツノチョウ
384887,愛媛県,鬼北町,エヒメケン,キホクチョウ
385069,愛媛県,愛南町,エヒメケン,アイナンチョウ
390003,高知県,,コウチケン,
392014,高知県,高知市,コウチケン,コウチシ
392022,高知県,室戸市,コウチケン,ムロトシ
392031,高知県,安芸市,コウチケン,アキシ
392049,高知県,南国市,コウチケン,ナンコクシ
392057,高知県,土佐市,コウチケン,トサシ
392065,高知県,須崎市,コウチケン,スサキシ
392081,高知県,宿毛市,コウチケン,スクモシ
392090,高知県,土佐清水市,コウチケン,トサシミズシ
392103,高知県,四万十市,コウチケン,シマントシ
392111,高知県,香南市,コウチケン,コウナンシ
392120,高知県,香美市,コウチケン,カミシ
393011,高知県,東洋町,コウチケン,トウヨウチョウ
393029,高知県,奈半利町,コウチケン,ナハリチョウ
393037,高知県,田野町,コウチケン,タノチョウ
393045,高知県,安田町,コウチケン,ヤスダチョウ
393053,高知県,北川村,コウチケン,キタガワムラ
393061,高知県,馬路村,コウチケン,ウマジムラ
393070,高知県,芸西村,コウチケン,ゲイセイムラ
393410,高知県,本山町,コウチケン,モトヤマチョウ
393444,高知県,大豊町,コウチケン,オオトヨチョウ
393631,高知県,土佐町,コウチケン,トサチョウ
393649,高知県,大川村,コウチケン,オオカワムラ
393860,高知県,いの町,コウチケン,イノチョウ
393878,高知県,仁淀川町,コウチケン,ニヨドガワチョウ
394017,高知県,中土佐町,コウチケン,ナカトサチョウ
394025,高知県,佐川町,コウチケン,サカワチョウ
394033,高知県,越知町,コウチケン,オチチョウ
394050,高知県,梼原町,コウチケン,ユスハラチョウ
394106,高知県,日高村,コウチケン,ヒダカムラ
394114,高知県,津野町,コウチケン,ツノチョウ
394122,高知県,四万十町,コウチケン,シマントチョウ
